,title,price,link,location
0,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
1,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
2,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
3,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
4,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
5,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
6,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
7,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
8,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
9,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
10,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
11,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
12,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
13,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
14,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
15,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
16,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
17,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
18,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
19,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
20,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
21,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
22,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
23,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
24,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
25,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
26,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
27,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
28,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
29,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
30,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
31,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
32,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
33,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
34,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
35,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
36,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
37,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
38,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
39,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
40,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
41,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
42,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
43,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
44,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
45,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
46,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
47,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
48,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
49,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
50,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
51,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
52,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
53,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
54,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
55,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
56,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
57,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
58,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
59,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
60,2Bhk & 2 ROOMSET FLAT FOR RENT IN SHASTRI NAGAR & NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-550-sq-ft-in-shastri-nagar-delhi-iid-1740121115,"Shastri Nagar, Delhi"
61,Fully Furnished 2BHK FLAT FOR RENT IN SHASTRI NAGAR DELHI KAROL BAGH,"₹ 18,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1772456538,"Shastri Nagar, Delhi"
62,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
63,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
64,AFFORDABLE 1BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR METRO STATION,"₹ 10,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831922,"Shastri Nagar, Delhi"
65,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
66,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
67,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
68,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
69,1BHK 2BHK 3BHK  FLAT FOR RENT IN SHASTRI NAGAR KAROL BAGH NORTH CAMPUS,"₹ 13,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1723877958,"Shastri Nagar, Delhi"
70,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
71,NEW 2BHK 1BHK FLAT AVAILABLE FOR RENT IN SHASTRI NAGAR NORTH CAMPUS,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-475-sq-ft-in-shastri-nagar-delhi-iid-1726570757,"Shastri Nagar, Delhi"
72,1BHK 2BHK FLAT FOR RENT IN DELHI SHASTRI NAGAR NEAR METRO STATION,"₹ 14,500",https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-375-sq-ft-in-shastri-nagar-delhi-iid-1721831954,"Shastri Nagar, Delhi"
73,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
74,"Newly Built 2Bhk & 1Bhk Flat For Rent In Shastri Nagar, Shakti Nagar","₹ 16,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-500-sq-ft-in-shastri-nagar-delhi-iid-1744384791,"Shastri Nagar, Delhi"
75,2BHK Apartment Flat For Rent In Shastri Nagar Delhi University,"₹ 15,000",https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-525-sq-ft-in-shastri-nagar-delhi-iid-1753598093,"Shastri Nagar, Delhi"
